Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
archivo = $RunConfiguration.getProjectDir()/Pedidos/DataExcel/Orden_Produccion.xlsx,Chrome 80.0.3987.132,,,2020-03-11 09:30:28,2020-03-11 09:30:28,"0,000s",PASSED
"excelData = getExcelDataWithDefaultSheet(archivo, ""Sheet1"", true)",Chrome 80.0.3987.132,,,2020-03-11 09:30:28,2020-03-11 09:30:28,"0,028s",PASSED
"for ([Index = 1, Index <= excelData.getRowNumbers(), (Index++)])",Chrome 80.0.3987.132,,,2020-03-11 09:30:28,2020-03-11 09:31:53,"1m - 25,130s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Inventario,Chrome 80.0.3987.132,,,2020-03-11 09:31:53,2020-03-11 09:32:01,"8,336s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Inventario"")",Chrome 80.0.3987.132,,,2020-03-11 09:31:54,2020-03-11 09:32:01,"7,930s",PASSED
,,,,,,,
Test Cases/Secuencias de Ejecucion/TC_Agregar_Inventario,Chrome 80.0.3987.132,,,2020-03-11 09:32:01,2020-03-11 09:33:33,"1m - 31,876s",PASSED
archivo = $RunConfiguration.getProjectDir()/Pedidos/DataExcel/Inventario.xlsx,Chrome 80.0.3987.132,,,2020-03-11 09:32:02,2020-03-11 09:32:02,"0,000s",PASSED
"excelData = getExcelDataWithDefaultSheet(archivo, ""Sheet1"", true)",Chrome 80.0.3987.132,,,2020-03-11 09:32:02,2020-03-11 09:32:02,"0,093s",PASSED
"for ([Index = 1, Index <= excelData.getRowNumbers(), (Index++)])",Chrome 80.0.3987.132,,,2020-03-11 09:32:02,2020-03-11 09:33:33,"1m - 31,254s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Despachar,Chrome 80.0.3987.132,,,2020-03-11 09:33:33,2020-03-11 09:33:39,"5,986s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Despacho"")",Chrome 80.0.3987.132,,,2020-03-11 09:33:34,2020-03-11 09:33:39,"5,661s",PASSED
,,,,,,,
Test Cases/Secuencias de Ejecucion/TC_Agregar_Despacho,Chrome 80.0.3987.132,,,2020-03-11 09:33:39,2020-03-11 09:34:41,"1m - 1,240s",PASSED
archivo = $RunConfiguration.getProjectDir()/Pedidos/DataExcel/Despacho.xlsx,Chrome 80.0.3987.132,,,2020-03-11 09:33:40,2020-03-11 09:33:40,"0,001s",PASSED
"excelData = getExcelDataWithDefaultSheet(archivo, ""Sheet1"", true)",Chrome 80.0.3987.132,,,2020-03-11 09:33:40,2020-03-11 09:33:40,"0,072s",PASSED
"for ([Index = 1, Index <= excelData.getRowNumbers(), (Index++)])",Chrome 80.0.3987.132,,,2020-03-11 09:33:40,2020-03-11 09:34:41,"1m - 0,515s",PASSED
